*** Configuration ***

Trigger: G-switch,
Smart Recovery option enabled with altitude setting of 3019 ft
Timed recovery set at 25 sec (drogue) and 0 sec (main)
Data is sampled at 200 Hz
Inputs that were sampled: Acceleration, Pressure, the digital inputs
222,055    -64,4     -2115 00FF
222,060    -64,4     -2115 00FF
222,065    -64,4     -2115 00FF
222,070    -64,4     -2115 00FF
222,075    -64,4     -2115 00FF
222,080    -64,4     -2115 00FF
222,085    -64,4     -2115 00FF
222,090    -64,4     -2115 00FF
222,095    -64,4     -2115 00FF
222,100    -64,4     -2115 00FF
222,105    -64,4     -2115 00FF
222,110    -64,4     -2115 00FF
222,115    -64,4     -2115 00FF
222,120    -64,4     -2115 00FF
222,125    -64,4     -2115 00FF
222,130    -64,4     -2115 00FF
222,135    -64,4     -2115 00FF
222,140    -64,4     -2115 00FF
222,145    -64,4     -2115 00FF
222,150    -64,4     -2115 00FF
222,155    -64,4     -2115 00FF
222,160    -64,4     -2115 00FF
222,165    -64,4     -2115 00FF
222,170    -64,4     -2115 00FF
222,175    -64,4     -2115 00FF
222,180    -64,4     -2115 00FF
222,185    -64,4     -2115 00FF
222,190    -64,4     -2115 00FF
222,195    -64,4     -2115 00FF
222,200    -64,4     -2115 00FF
222,205    -64,4     -2115 00FF
222,210    -64,4     -2115 00FF
222,215    -64,4     -2115 00FF
222,220    -64,4     -2115 00FF
222,225    -64,4     -2115 00FF
222,230    -64,4     -2115 00FF
222,235    -64,4     -2115 00FF
222,240    -64,4     -2115 00FF
222,245    -64,4     -2115 00FF
222,250    -64,4     -2115 00FF
222,255    -64,4     -2115 00FF
222,260    -64,4     -2115 00FF
222,265    -64,4     -2115 00FF
222,270    -64,4     -2115 00FF
222,275    -64,4     -2115 00FF
222,280    -64,4     -2115 00FF
222,285    -64,4     -2115 00FF
222,290    -64,4     -2115 00FF
222,295    -64,4     -2115 00FF
222,300    -64,4     -2115 00FF
222,305    -64,4     -2115 00FF
222,310    -64,4     -2115 00FF
222,315    -64,4     -2115 00FF
222,320    -64,4     -2115 00FF
222,325    -64,4     -2115 00FF
222,330    -64,4     -2115 00FF
222,335    -64,4     -2115 00FF
222,340    -64,4     -2115 00FF
222,345    -64,4     -2115 00FF
222,350    -64,4     -2115 00FF
222,355    -64,4     -2115 00FF
222,360    -64,4     -2115 00FF
222,365    -64,4     -2115 00FF
222,370    -64,4     -2115 00FF
222,375    -64,4     -2115 00FF
222,380    -64,4     -2115 00FF
222,385    -64,4     -2115 00FF
222,390    -64,4     -2115 00FF
222,395    -64,4     -2115 00FF
222,400    -64,4     -2115 00FF
222,405    -64,4     -2115 00FF
222,410    -64,4     -2115 00FF
222,415    -64,4     -2115 00FF
222,420    -64,4     -2115 00FF
222,425    -64,4     -2115 00FF
222,430    -64,4     -2115 00FF
222,435    -64,4     -2115 00FF
222,440    -64,4     -2115 00FF
222,445    -64,4     -2115 00FF
222,450    -64,4     -2115 00FF
222,455    -64,4     -2115 00FF
222,460    -64,4     -2115 00FF
222,465    -64,4     -2115 00FF
222,470    -64,4     -2115 00FF
222,475    -64,4     -2115 00FF
222,480    -64,4     -2115 00FF
222,485    -64,4     -2115 00FF
222,490    -64,4     -2115 00FF
222,495    -64,4     -2115 00FF
222,500    -64,4     -2115 00FF
222,505    -64,4     -2115 00FF
222,510    -64,4     -2115 00FF
222,515    -64,4     -2115 00FF
222,520    -64,4     -2115 00FF
222,525    -64,4     -2115 00FF
222,530    -64,4     -2115 00FF
222,535    -64,4     -2115 00FF
222,540    -64,4     -2115 00FF
222,545    -64,4     -2115 00FF
222,550    -64,4     -2115 00FF
222,555    -64,4     -2115 00FF
222,560    -64,4     -2115 00FF
222,565    -64,4     -2115 00FF
222,570    -64,4     -2115 00FF
222,575    -64,4     -2115 00FF
222,580    -64,4     -2115 00FF
222,585    -64,4     -2115 00FF
222,590    -64,4     -2115 00FF
222,595    -64,4     -2115 00FF
222,600    -64,4     -2115 00FF
222,605    -64,4     -2115 00FF
222,610    -64,4     -2115 00FF
222,615    -64,4     -2115 00FF
222,620    -64,4     -2115 00FF
222,625    -64,4     -2115 00FF
222,630    -64,4     -2115 00FF
222,635    -64,4     -2115 00FF
222,640    -64,4     -2115 00FF
222,645    -64,4     -2115 00FF
222,650    -64,4     -2115 00FF
222,655    -64,4     -2115 00FF
222,660    -64,4     -2115 00FF
222,665    -64,4     -2115 00FF
222,670    -64,4     -2115 00FF
222,675    -64,4     -2115 00FF
222,680    -64,4     -2115 00FF
222,685    -64,4     -2115 00FF
222,690    -64,4     -2115 00FF
222,695    -64,4     -2115 00FF
222,700    -64,4     -2115 00FF
222,705    -64,4     -2115 00FF
222,710    -64,4     -2115 00FF
222,715    -64,4     -2115 00FF
222,720    -64,4     -2115 00FF
222,725    -64,4     -2115 00FF
222,730    -64,4     -2115 00FF
222,735    -64,4     -2115 00FF
222,740    -64,4     -2115 00FF
222,745    -64,4     -2115 00FF
222,750    -64,4     -2115 00FF
222,755    -64,4     -2115 00FF
222,760    -64,4     -2115 00FF
222,765    -64,4     -2115 00FF
222,770    -64,4     -2115 00FF
222,775    -64,4     -2115 00FF
222,780    -64,4     -2115 00FF
222,785    -64,4     -2115 00FF
222,790    -64,4     -2115 00FF
222,795    -64,4     -2115 00FF
222,800    -64,4     -2115 00FF
222,805    -64,4     -2115 00FF
222,810    -64,4     -2115 00FF
222,815    -64,4     -2115 00FF
222,820    -64,4     -2115 00FF
222,825    -64,4     -2115 00FF
222,830    -64,4     -2115 00FF
222,835    -64,4     -2115 00FF
222,840    -64,4     -2115 00FF
222,845    -64,4     -2115 00FF
222,850    -64,4     -2115 00FF
222,855    -64,4     -2115 00FF
222,860    -64,4     -2115 00FF
222,865    -64,4     -2115 00FF
222,870    -64,4     -2115 00FF
222,875    -64,4     -2115 00FF
222,880    -64,4     -2115 00FF
222,885    -64,4     -2115 00FF
222,890    -64,4     -2115 00FF
222,895    -64,4     -2115 00FF
222,900    -64,4     -2115 00FF
222,905    -64,4     -2115 00FF
222,910    -64,4     -2115 00FF
222,915    -64,4     -2115 00FF
222,920    -64,4     -2115 00FF
222,925    -64,4     -2115 00FF
222,930    -64,4     -2115 00FF
222,935    -64,4     -2115 00FF
222,940    -64,4     -2115 00FF
222,945    -64,4     -2115 00FF
222,950    -64,4     -2115 00FF
222,955    -64,4     -2115 00FF
222,960    -64,4     -2115 00FF
222,965    -64,4     -2115 00FF
222,970    -64,4     -2115 00FF
222,975    -64,4     -2115 00FF
222,980    -64,4     -2115 00FF
222,985    -64,4     -2115 00FF
222,990    -64,4     -2115 00FF
222,995    -64,4     -2115 00FF
223,000    -64,4     -2115 00FF
223,005    -64,4     -2115 00FF
223,010    -64,4     -2115 00FF
223,015    -64,4     -2115 00FF
223,020    -64,4     -2115 00FF
223,025    -64,4     -2115 00FF
223,030    -64,4     -2115 00FF
223,035    -64,4     -2115 00FF
223,040    -64,4     -2115 00FF
223,045    -64,4     -2115 00FF
223,050    -64,4     -2115 00FF
223,055    -64,4     -2115 00FF
223,060    -64,4     -2115 00FF
223,065    -64,4     -2115 00FF
223,070    -64,4     -2115 00FF
223,075    -64,4     -2115 00FF
223,080    -64,4     -2115 00FF
223,085    -64,4     -2115 00FF
223,090    -64,4     -2115 00FF
223,095    -64,4     -2115 00FF
223,100    -64,4     -2115 00FF
223,105    -64,4     -2115 00FF
223,110    -64,4     -2115 00FF
223,115    -64,4     -2115 00FF
223,120    -64,4     -2115 00FF
223,125    -64,4     -2115 00FF
223,130    -64,4     -2115 00FF
223,135    -64,4     -2115 00FF
223,140    -64,4     -2115 00FF
223,145    -64,4     -2115 00FF
223,150    -64,4     -2115 00FF
223,155    -64,4     -2115 00FF
223,160    -64,4     -2115 00FF
223,165    -64,4     -2115 00FF
223,170    -64,4     -2115 00FF
223,175    -64,4     -2115 00FF
223,180    -64,4     -2115 00FF
223,185    -64,4     -2115 00FF
223,190    -64,4     -2115 00FF
223,195    -64,4     -2115 00FF
223,200    -64,4     -2115 00FF
223,205    -64,4     -2115 00FF
223,210    -64,4     -2115 00FF
223,215    -64,4     -2115 00FF
223,220    -64,4     -2115 00FF
223,225    -64,4     -2115 00FF
223,230    -64,4     -2115 00FF
223,235    -64,4     -2115 00FF
223,240    -64,4     -2115 00FF
223,245    -64,4     -2115 00FF
223,250    -64,4     -2115 00FF
223,255    -64,4     -2115 00FF
223,260    -64,4     -2115 00FF
223,265    -64,4     -2115 00FF
223,270    -64,4     -2115 00FF
223,275    -64,4     -2115 00FF
223,280    -64,4     -2115 00FF
223,285    -64,4     -2115 00FF
223,290    -64,4     -2115 00FF
223,295    -64,4     -2115 00FF
223,300    -64,4     -2115 00FF
223,305    -64,4     -2115 00FF
223,310    -64,4     -2115 00FF
223,315    -64,4     -2115 00FF
223,320    -64,4     -2115 00FF
223,325    -64,4     -2115 00FF
223,330    -64,4     -2115 00FF
223,335    -64,4     -2115 00FF
223,340    -64,4     -2115 00FF
223,345    -64,4     -2115 00FF
223,350    -64,4     -2115 00FF
223,355    -64,4     -2115 00FF
223,360    -64,4     -2115 00FF
223,365    -64,4     -2115 00FF
223,370    -64,4     -2115 00FF
223,375    -64,4     -2115 00FF
223,380    -64,4     -2115 00FF
223,385    -64,4     -2115 00FF
223,390    -64,4     -2115 00FF
223,395    -64,4     -2115 00FF
223,400    -64,4     -2115 00FF
223,405    -64,4     -2115 00FF
223,410    -64,4     -2115 00FF
223,415    -64,4     -2115 00FF
223,420    -64,4     -2115 00FF
223,425    -64,4     -2115 00FF
223,430    -64,4     -2115 00FF
223,435    -64,4     -2115 00FF
223,440    -64,4     -2115 00FF
223,445    -64,4     -2115 00FF
223,450    -64,4     -2115 00FF
223,455    -64,4     -2115 00FF
223,460    -64,4     -2115 00FF
223,465    -64,4     -2115 00FF
223,470    -64,4     -2115 00FF
223,475    -64,4     -2115 00FF
223,480    -64,4     -2115 00FF
223,485    -64,4     -2115 00FF
223,490    -64,4     -2115 00FF
223,495    -64,4     -2115 00FF
223,500    -64,4     -2115 00FF
223,505    -64,4     -2115 00FF
223,510    -64,4     -2115 00FF
223,515    -64,4     -2115 00FF
223,520    -64,4     -2115 00FF
223,525    -64,4     -2115 00FF
223,530    -64,4     -2115 00FF
223,535    -64,4     -2115 00FF
223,540    -64,4     -2115 00FF
223,545    -64,4     -2115 00FF
223,550    -64,4     -2115 00FF
223,555    -64,4     -2115 00FF
223,560    -64,4     -2115 00FF
223,565    -64,4     -2115 00FF
223,570    -64,4     -2115 00FF
223,575    -64,4     -2115 00FF
223,580    -64,4     -2115 00FF
223,585    -64,4     -2115 00FF
223,590    -64,4     -2115 00FF
223,595    -64,4     -2115 00FF
223,600    -64,4     -2115 00FF
223,605    -64,4     -2115 00FF
223,610    -64,4     -2115 00FF
223,615    -64,4     -2115 00FF
223,620    -64,4     -2115 00FF
223,625    -64,4     -2115 00FF
223,630    -64,4     -2115 00FF
223,635    -64,4     -2115 00FF
223,640    -64,4     -2115 00FF
223,645    -64,4     -2115 00FF
223,650    -64,4     -2115 00FF
223,655    -64,4     -2115 00FF
223,660    -64,4     -2115 00FF
223,665    -64,4     -2115 00FF
223,670    -64,4     -2115 00FF
223,675    -64,4     -2115 00FF
223,680    -64,4     -2115 00FF
223,685    -64,4     -2115 00FF
223,690    -64,4     -2115 00FF
223,695    -64,4     -2115 00FF
223,700    -64,4     -2115 00FF
223,705    -64,4     -2115 00FF
223,710    -64,4     -2115 00FF
223,715    -64,4     -2115 00FF
223,720    -64,4     -2115 00FF
223,725    -64,4     -2115 00FF
223,730    -64,4     -2115 00FF
223,735    -64,4     -2115 00FF
223,740    -64,4     -2115 00FF
223,745    -64,4     -2115 00FF
223,750    -64,4     -2115 00FF
223,755    -64,4     -2115 00FF
223,760    -64,4     -2115 00FF
223,765    -64,4     -2115 00FF
223,770    -64,4     -2115 00FF
223,775    -64,4     -2115 00FF
223,780    -64,4     -2115 00FF
223,785    -64,4     -2115 00FF
223,790    -64,4     -2115 00FF
223,795    -64,4     -2115 00FF
223,800    -64,4     -2115 00FF
223,805    -64,4     -2115 00FF
223,810    -64,4     -2115 00FF
223,815    -64,4     -2115 00FF
223,820    -64,4     -2115 00FF
223,825    -64,4     -2115 00FF
223,830    -64,4     -2115 00FF
223,835    -64,4     -2115 00FF
223,840    -64,4     -2115 00FF
223,845    -64,4     -2115 00FF
223,850    -64,4     -2115 00FF
223,855    -64,4     -2115 00FF
223,860    -64,4     -2115 00FF
223,865    -64,4     -2115 00FF
223,870    -64,4     -2115 00FF
223,875    -64,4     -2115 00FF
223,880    -64,4     -2115 00FF
223,885    -64,4     -2115 00FF
223,890    -64,4     -2115 00FF
223,895    -64,4     -2115 00FF
223,900    -64,4     -2115 00FF
223,905    -64,4     -2115 00FF
223,910    -64,4     -2115 00FF
223,915    -64,4     -2115 00FF
223,920    -64,4     -2115 00FF
223,925    -64,4     -2115 00FF
223,930    -64,4     -2115 00FF
223,935    -64,4     -2115 00FF
223,940    -64,4     -2115 00FF
223,945    -64,4     -2115 00FF
223,950    -64,4     -2115 00FF
223,955    -64,4     -2115 00FF
223,960    -64,4     -2115 00FF
223,965    -64,4     -2115 00FF
223,970    -64,4     -2115 00FF
223,975    -64,4     -2115 00FF
223,980    -64,4     -2115 00FF
223,985    -64,4     -2115 00FF
223,990    -64,4     -2115 00FF
223,995    -64,4     -2115 00FF
224,000    -64,4     -2115 00FF
224,005    -64,4     -2115 00FF
224,010    -64,4     -2115 00FF
224,015    -64,4     -2115 00FF
224,020    -64,4     -2115 00FF
224,025    -64,4     -2115 00FF
224,030    -64,4     -2115 00FF
224,035    -64,4     -2115 00FF
224,040    -64,4     -2115 00FF
224,045    -64,4     -2115 00FF
224,050    -64,4     -2115 00FF
224,055    -64,4     -2115 00FF
224,060    -64,4     -2115 00FF
224,065    -64,4     -2115 00FF
224,070    -64,4     -2115 00FF
224,075    -64,4     -2115 00FF
224,080    -64,4     -2115 00FF
224,085    -64,4     -2115 00FF
224,090    -64,4     -2115 00FF
224,095    -64,4     -2115 00FF
224,100    -64,4     -2115 00FF
224,105    -64,4     -2115 00FF
224,110    -64,4     -2115 00FF
224,115    -64,4     -2115 00FF
224,120    -64,4     -2115 00FF
224,125    -64,4     -2115 00FF
224,130    -64,4     -2115 00FF
224,135    -64,4     -2115 00FF
224,140    -64,4     -2115 00FF
224,145    -64,4     -2115 00FF
224,150    -64,4     -2115 00FF
224,155    -64,4     -2115 00FF
224,160    -64,4     -2115 00FF
224,165    -64,4     -2115 00FF
224,170    -64,4     -2115 00FF
224,175    -64,4     -2115 00FF
224,180    -64,4     -2115 00FF
224,185    -64,4     -2115 00FF
224,190    -64,4     -2115 00FF
224,195    -64,4     -2115 00FF
224,200    -64,4     -2115 00FF
224,205    -64,4     -2115 00FF
224,210    -64,4     -2115 00FF
224,215    -64,4     -2115 00FF
224,220    -64,4     -2115 00FF
224,225    -64,4     -2115 00FF
224,230    -64,4     -2115 00FF
224,235    -64,4     -2115 00FF
224,240    -64,4     -2115 00FF
224,245    -64,4     -2115 00FF
224,250    -64,4     -2115 00FF
224,255    -64,4     -2115 00FF
224,260    -64,4     -2115 00FF
224,265    -64,4     -2115 00FF
224,270    -64,4     -2115 00FF
224,275    -64,4     -2115 00FF
224,280    -64,4     -2115 00FF
224,285    -64,4     -2115 00FF
224,290    -64,4     -2115 00FF
224,295    -64,4     -2115 00FF
224,300    -64,4     -2115 00FF
224,305    -64,4     -2115 00FF
224,310    -64,4     -2115 00FF
224,315    -64,4     -2115 00FF
224,320    -64,4     -2115 00FF
224,325    -64,4     -2115 00FF
224,330    -64,4     -2115 00FF
224,335    -64,4     -2115 00FF
224,340    -64,4     -2115 00FF
224,345    -64,4     -2115 00FF
224,350    -64,4     -2115 00FF
224,355    -64,4     -2115 00FF
224,360    -64,4     -2115 00FF
224,365    -64,4     -2115 00FF
224,370    -64,4     -2115 00FF
224,375    -64,4     -2115 00FF
224,380    -64,4     -2115 00FF
224,385    -64,4     -2115 00FF
224,390    -64,4     -2115 00FF
224,395    -64,4     -2115 00FF
224,400    -64,4     -2115 00FF
224,405    -64,4     -2115 00FF
224,410    -64,4     -2115 00FF
224,415    -64,4     -2115 00FF
224,420    -64,4     -2115 00FF
224,425    -64,4     -2115 00FF
224,430    -64,4     -2115 00FF
224,435    -64,4     -2115 00FF
224,440    -64,4     -2115 00FF
224,445    -64,4     -2115 00FF
224,450    -64,4     -2115 00FF
224,455    -64,4     -2115 00FF
224,460    -64,4     -2115 00FF
224,465    -64,4     -2115 00FF
224,470    -64,4     -2115 00FF
224,475    -64,4     -2115 00FF
224,480    -64,4     -2115 00FF
224,485    -64,4     -2115 00FF
224,490    -64,4     -2115 00FF
224,495    -64,4     -2115 00FF
224,500    -64,4     -2115 00FF
224,505    -64,4     -2115 00FF
224,510    -64,4     -2115 00FF
224,515    -64,4     -2115 00FF
224,520    -64,4     -2115 00FF
224,525    -64,4     -2115 00FF
224,530    -64,4     -2115 00FF
224,535    -64,4     -2115 00FF
224,540    -64,4     -2115 00FF
224,545    -64,4     -2115 00FF
224,550    -64,4     -2115 00FF
224,555    -64,4     -2115 00FF
224,560    -64,4     -2115 00FF
224,565    -64,4     -2115 00FF
224,570    -64,4     -2115 00FF
224,575    -64,4     -2115 00FF
224,580    -64,4     -2115 00FF
224,585    -64,4     -2115 00FF
224,590    -64,4     -2115 00FF
224,595    -64,4     -2115 00FF
224,600    -64,4     -2115 00FF
224,605    -64,4     -2115 00FF
224,610    -64,4     -2115 00FF
224,615    -64,4     -2115 00FF
224,620    -64,4     -2115 00FF
224,625    -64,4     -2115 00FF
224,630    -64,4     -2115 00FF
224,635    -64,4     -2115 00FF
224,640    -64,4     -2115 00FF
224,645    -64,4     -2115 00FF
224,650    -64,4     -2115 00FF
224,655    -64,4     -2115 00FF
224,660    -64,4     -2115 00FF
224,665    -64,4     -2115 00FF
224,670    -64,4     -2115 00FF
224,675    -64,4     -2115 00FF
224,680    -64,4     -2115 00FF
224,685    -64,4     -2115 00FF
224,690    -64,4     -2115 00FF
224,695    -64,4     -2115 00FF
224,700    -64,4     -2115 00FF
224,705    -64,4     -2115 00FF
224,710    -64,4     -2115 00FF
224,715    -64,4     -2115 00FF
224,720    -64,4     -2115 00FF
224,725    -64,4     -2115 00FF
224,730    -64,4     -2115 00FF
224,735    -64,4     -2115 00FF
224,740    -64,4     -2115 00FF
224,745    -64,4     -2115 00FF
224,750    -64,4     -2115 00FF
224,755    -64,4     -2115 00FF
224,760    -64,4     -2115 00FF
224,765    -64,4     -2115 00FF
224,770    -64,4     -2115 00FF
224,775    -64,4     -2115 00FF
224,780    -64,4     -2115 00FF
224,785    -64,4     -2115 00FF
224,790    -64,4     -2115 00FF
224,795    -64,4     -2115 00FF
224,800    -64,4     -2115 00FF
224,805    -64,4     -2115 00FF
224,810    -64,4     -2115 00FF
224,815    -64,4     -2115 00FF
224,820    -64,4     -2115 00FF
224,825    -64,4     -2115 00FF
224,830    -64,4     -2115 00FF
224,835    -64,4     -2115 00FF
224,840    -64,4     -2115 00FF
224,845    -64,4     -2115 00FF
224,850    -64,4     -2115 00FF
224,855    -64,4     -2115 00FF
224,860    -64,4     -2115 00FF
224,865    -64,4     -2115 00FF
224,870    -64,4     -2115 00FF
224,875    -64,4     -2115 00FF
224,880    -64,4     -2115 00FF
224,885    -64,4     -2115 00FF
224,890    -64,4     -2115 00FF
224,895    -64,4     -2115 00FF
224,900    -64,4     -2115 00FF
224,905    -64,4     -2115 00FF
224,910    -64,4     -2115 00FF
224,915    -64,4     -2115 00FF
224,920    -64,4     -2115 00FF
224,925    -64,4     -2115 00FF
224,930    -64,4     -2115 00FF
224,935    -64,4     -2115 00FF
224,940    -64,4     -2115 00FF
224,945    -64,4     -2115 00FF
224,950    -64,4     -2115 00FF
224,955    -64,4     -2115 00FF
224,960    -64,4     -2115 00FF
224,965    -64,4     -2115 00FF
224,970    -64,4     -2115 00FF
224,975    -64,4     -2115 00FF
224,980    -64,4     -2115 00FF
224,985    -64,4     -2115 00FF
224,990    -64,4     -2115 00FF
224,995    -64,4     -2115 00FF
225,000    -64,4     -2115 00FF
225,005    -64,4     -2115 00FF
225,010    -64,4     -2115 00FF
225,015    -64,4     -2115 00FF
225,020    -64,4     -2115 00FF
225,025    -64,4     -2115 00FF
225,030    -64,4     -2115 00FF
225,035    -64,4     -2115 00FF
225,040    -64,4     -2115 00FF
225,045    -64,4     -2115 00FF
225,050    -64,4     -2115 00FF
225,055    -64,4     -2115 00FF
225,060    -64,4     -2115 00FF
225,065    -64,4     -2115 00FF
225,070    -64,4     -2115 00FF
225,075    -64,4     -2115 00FF
225,080    -64,4     -2115 00FF
225,085    -64,4     -2115 00FF
225,090    -64,4     -2115 00FF
225,095    -64,4     -2115 00FF
225,100    -64,4     -2115 00FF
225,105    -64,4     -2115 00FF
225,110    -64,4     -2115 00FF
225,115    -64,4     -2115 00FF
225,120    -64,4     -2115 00FF
225,125    -64,4     -2115 00FF
225,130    -64,4     -2115 00FF
225,135    -64,4     -2115 00FF
225,140    -64,4     -2115 00FF
225,145    -64,4     -2115 00FF
225,150    -64,4     -2115 00FF
225,155    -64,4     -2115 00FF
225,160    -64,4     -2115 00FF
225,165    -64,4     -2115 00FF
225,170    -64,4     -2115 00FF
225,175    -64,4     -2115 00FF
225,180    -64,4     -2115 00FF
225,185    -64,4     -2115 00FF
225,190    -64,4     -2115 00FF
225,195    -64,4     -2115 00FF
225,200    -64,4     -2115 00FF
225,205    -64,4     -2115 00FF
225,210    -64,4     -2115 00FF
225,215    -64,4     -2115 00FF
225,220    -64,4     -2115 00FF
225,225    -64,4     -2115 00FF
225,230    -64,4     -2115 00FF
225,235    -64,4     -2115 00FF
225,240    -64,4     -2115 00FF
225,245    -64,4     -2115 00FF
225,250    -64,4     -2115 00FF
225,255    -64,4     -2115 00FF
225,260    -64,4     -2115 00FF
225,265    -64,4     -2115 00FF
225,270    -64,4     -2115 00FF
225,275    -64,4     -2115 00FF
225,280    -64,4     -2115 00FF
225,285    -64,4     -2115 00FF
225,290    -64,4     -2115 00FF
225,295    -64,4     -2115 00FF
225,300    -64,4     -2115 00FF
225,305    -64,4     -2115 00FF
225,310    -64,4     -2115 00FF
225,315    -64,4     -2115 00FF
225,320    -64,4     -2115 00FF
225,325    -64,4     -2115 00FF
225,330    -64,4     -2115 00FF
225,335    -64,4     -2115 00FF
225,340    -64,4     -2115 00FF
225,345    -64,4     -2115 00FF
225,350    -64,4     -2115 00FF
225,355    -64,4     -2115 00FF
225,360    -64,4     -2115 00FF
225,365    -64,4     -2115 00FF
225,370    -64,4     -2115 00FF
225,375    -64,4     -2115 00FF
225,380    -64,4     -2115 00FF
225,385    -64,4     -2115 00FF
225,390    -64,4     -2115 00FF
225,395    -64,4     -2115 00FF
225,400    -64,4     -2115 00FF
225,405    -64,4     -2115 00FF
225,410    -64,4     -2115 00FF
225,415    -64,4     -2115 00FF
225,420    -64,4     -2115 00FF
225,425    -64,4     -2115 00FF
225,430    -64,4     -2115 00FF
225,435    -64,4     -2115 00FF
225,440    -64,4     -2115 00FF
225,445    -64,4     -2115 00FF
225,450    -64,4     -2115 00FF
225,455    -64,4     -2115 00FF
225,460    -64,4     -2115 00FF
225,465    -64,4     -2115 00FF
225,470    -64,4     -2115 00FF
225,475    -64,4     -2115 00FF
225,480    -64,4     -2115 00FF
225,485    -64,4     -2115 00FF
225,490    -64,4     -2115 00FF
225,495    -64,4     -2115 00FF
225,500    -64,4     -2115 00FF
225,505    -64,4     -2115 00FF
225,510    -64,4     -2115 00FF
225,515    -64,4     -2115 00FF
225,520    -64,4     -2115 00FF
225,525    -64,4     -2115 00FF
225,530    -64,4     -2115 00FF
225,535    -64,4     -2115 00FF
225,540    -64,4     -2115 00FF
225,545    -64,4     -2115 00FF
225,550    -64,4     -2115 00FF
225,555    -64,4     -2115 00FF
225,560    -64,4     -2115 00FF
225,565    -64,4     -2115 00FF
225,570    -64,4     -2115 00FF
225,575    -64,4     -2115 00FF
225,580    -64,4     -2115 00FF
225,585    -64,4     -2115 00FF
225,590    -64,4     -2115 00FF
225,595    -64,4     -2115 00FF
225,600    -64,4     -2115 00FF
225,605    -64,4     -2115 00FF
225,610    -64,4     -2115 00FF
225,615    -64,4     -2115 00FF
225,620    -64,4     -2115 00FF
225,625    -64,4     -2115 00FF
225,630    -64,4     -2115 00FF
225,635    -64,4     -2115 00FF
225,640    -64,4     -2115 00FF
225,645    -64,4     -2115 00FF
225,650    -64,4     -2115 00FF
225,655    -64,4     -2115 00FF
225,660    -64,4     -2115 00FF
225,665    -64,4     -2115 00FF
225,670    -64,4     -2115 00FF
225,675    -64,4     -2115 00FF
225,680    -64,4     -2115 00FF
225,685    -64,4     -2115 00FF
225,690    -64,4     -2115 00FF
225,695    -64,4     -2115 00FF
225,700    -64,4     -2115 00FF
225,705    -64,4     -2115 00FF
225,710    -64,4     -2115 00FF
225,715    -64,4     -2115 00FF
225,720    -64,4     -2115 00FF
225,725    -64,4     -2115 00FF
225,730    -64,4     -2115 00FF
225,735    -64,4     -2115 00FF
225,740    -64,4     -2115 00FF
225,745    -64,4     -2115 00FF
225,750    -64,4     -2115 00FF
225,755    -64,4     -2115 00FF
225,760    -64,4     -2115 00FF
225,765    -64,4     -2115 00FF
225,770    -64,4     -2115 00FF
225,775    -64,4     -2115 00FF
225,780    -64,4     -2115 00FF
225,785    -64,4     -2115 00FF
225,790    -64,4     -2115 00FF
225,795    -64,4     -2115 00FF
225,800    -64,4     -2115 00FF
225,805    -64,4     -2115 00FF
225,810    -64,4     -2115 00FF
225,815    -64,4     -2115 00FF
225,820    -64,4     -2115 00FF
225,825    -64,4     -2115 00FF
225,830    -64,4     -2115 00FF
225,835    -64,4     -2115 00FF
225,840    -64,4     -2115 00FF
225,845    -64,4     -2115 00FF
225,850    -64,4     -2115 00FF
225,855    -64,4     -2115 00FF
225,860    -64,4     -2115 00FF
225,865    -64,4     -2115 00FF
225,870    -64,4     -2115 00FF
225,875    -64,4     -2115 00FF
225,880    -64,4     -2115 00FF
225,885    -64,4     -2115 00FF
225,890    -64,4     -2115 00FF
225,895    -64,4     -2115 00FF
225,900    -64,4     -2115 00FF
225,905    -64,4     -2115 00FF
225,910    -64,4     -2115 00FF
225,915    -64,4     -2115 00FF
225,920    -64,4     -2115 00FF
225,925    -64,4     -2115 00FF
225,930    -64,4     -2115 00FF
225,935    -64,4     -2115 00FF
225,940    -64,4     -2115 00FF
225,945    -64,4     -2115 00FF
225,950    -64,4     -2115 00FF
225,955    -64,4     -2115 00FF
225,960    -64,4     -2115 00FF
225,965    -64,4     -2115 00FF
225,970    -64,4     -2115 00FF
225,975    -64,4     -2115 00FF
225,980    -64,4     -2115 00FF
225,985    -64,4     -2115 00FF
225,990    -64,4     -2115 00FF
225,995    -64,4     -2115 00FF
226,000    -64,4     -2115 00FF
226,005    -64,4     -2115 00FF
226,010    -64,4     -2115 00FF
226,015    -64,4     -2115 00FF
226,020    -64,4     -2115 00FF
226,025    -64,4     -2115 00FF
226,030    -64,4     -2115 00FF
226,035    -64,4     -2115 00FF
226,040    -64,4     -2115 00FF
226,045    -64,4     -2115 00FF
226,050    -64,4     -2115 00FF
226,055    -64,4     -2115 00FF
226,060    -64,4     -2115 00FF
226,065    -64,4     -2115 00FF
226,070    -64,4     -2115 00FF
226,075    -64,4     -2115 00FF
226,080    -64,4     -2115 00FF
226,085    -64,4     -2115 00FF
226,090    -64,4     -2115 00FF
226,095    -64,4     -2115 00FF
226,100    -64,4     -2115 00FF
226,105    -64,4     -2115 00FF
226,110    -64,4     -2115 00FF
226,115    -64,4     -2115 00FF
226,120    -64,4     -2115 00FF
226,125    -64,4     -2115 00FF
226,130    -64,4     -2115 00FF
